txn_amount,txn_amount_log,txn_hour,txn_day_of_week,txn_is_weekend,txn_is_night,amount_vs_user_avg_ratio,amount_vs_user_max_ratio,amount_round_number_flag,amount_just_below_limit_flag,vel_txn_count_1m,vel_txn_count_5m,vel_txn_count_1h,vel_txn_count_24h,vel_amount_sum_1h,vel_amount_sum_24h,geo_distance_from_last_txn_km,time_since_last_txn_seconds,geo_speed_kmh,geo_is_impossible_travel,device_is_new,device_is_rooted,device_is_emulator,receiver_is_blacklisted,receiver_is_new,sender_graph_risk_score,is_fraud
1208.29,7.0977886895103675,0,5,1,1,1.325561546292829,0.543347168572572,0,0,0,0,3,15,3516.96,13672.96,6.714954876311007,1880.71,12.85356995747331,0,0,0,0,0,1,0.05,0
692.87,6.542284623075518,0,5,1,1,0.14317638626118498,0.007834414753263482,0,0,0,0,8,23,6401.34,111303.34,1.1593920977918908,1730.4,2.412050134102408,0,0,0,0,0,1,0.05,0
440.56,6.090313911150151,0,5,1,1,0.4023137554693391,0.15146389427506637,0,0,0,0,2,14,1022.77,15330.92,5.6478569817414686,1752.67,11.600749219344934,0,0,0,0,0,1,0.05,0
2005.73,7.604261810598499,0,5,1,1,2.02748875589214,0.6863673072711345,0,0,0,0,5,16,4905.32,15828.289999999999,6.108658169668978,1449.7,15.16946224102112,0,0,0,0,0,1,0.05,0
2620.9,7.871654524771017,0,5,1,1,2.0947953020764523,0.873147281346717,0,0,0,0,6,20,8918.39,25022.97,5.726827202150644,1176.84,17.518590401194995,0,0,0,0,0,1,0.05,0
516.84,6.249666314237254,0,5,1,1,0.604417394106503,0.13274465839131475,0,0,0,0,5,18,9098.52,15391.88,4.24476761519002,491.28,31.10479444447988,0,0,0,0,0,1,0.05,0
146.56,4.994234872728475,0,5,1,1,0.011989597453519449,0.0010722106355452459,0,0,0,0,4,12,138507.83,146687.16,3.9406095543105057,569.06,24.92917160847331,0,0,0,0,0,1,0.05,0
972.11,6.880497128211273,0,5,1,1,1.157140646512901,0.3789001446049867,0,0,0,2,7,21,7586.74,17642.03,1.328917713911016,130.41,36.68509907276787,0,0,0,0,0,1,0.05,0
1535.39,7.337190787728881,0,5,1,1,1.1374979549376296,0.31938452449795524,0,0,0,0,3,12,3972.2,16197.55,10.88615159201894,823.79,47.57298065194794,0,0,0,0,0,1,0.05,0
734.18,6.60011536718941,0,5,1,1,0.5701718493278678,0.22729679107134562,0,0,0,0,7,16,10575.32,20602.350000000002,1.9016590505079183,616.46,11.105298935581391,0,0,0,0,0,1,0.05,0
122.47,4.815998211579652,0,5,1,1,0.09240655022111521,0.026327612930131968,0,0,1,1,4,19,4806.48,25181.44,1.4522072242429933,50.14,104.26697262215349,0,0,0,0,0,1,0.05,0
2519.62,7.832260181990654,0,5,1,1,1.6224858944787237,1.0232084045693959,0,0,0,0,4,10,7268.21,15529.38,12.764786960743688,1075.54,42.725731315132194,0,0,0,0,0,1,0.05,0
327.63,5.794932497844912,0,5,1,1,0.34706541535607194,0.11903905475077117,0,0,0,1,1,14,236.71,13216.01,11.312291994025285,249.12,163.47242765932495,0,0,0,0,0,1,0.05,0
750.46,6.622017980896854,0,5,1,1,0.18739114566057966,0.011034516424955482,0,0,0,3,8,24,5254.17,96114.68,4.281058215932411,60.69,253.9431467681114,0,0,0,0,0,1,0.05,0
3296.54,8.100932014919717,0,5,1,1,3.5945635524354977,1.4267771199058203,0,0,0,0,5,21,2739.55,19258.9,8.381601313138843,396.61,76.07918289327004,0,0,0,0,0,1,0.05,0
1891.4,7.545601143756993,0,5,1,1,1.7314064969699927,0.48250000000000004,0,0,0,0,6,18,6041.85,19663.32,9.478082580292375,318.23,107.221497938763,0,0,0,0,0,1,0.05,0
2288.35,7.736023213462535,0,5,1,1,2.069213403220896,0.8520751260416589,0,0,0,0,3,9,3861.27,9953.13,2.7991964865145524,642.51,15.68396966810227,0,0,0,0,0,1,0.05,0
911.8,6.816516798547866,0,5,1,1,1.0940771627291077,0.30597623466008045,0,0,0,0,8,14,7405.96,11667.55,10.070064494706118,513.69,70.57219759182001,0,0,0,0,0,1,0.05,0
564.04,6.336896525100666,0,5,1,1,0.2530107824150617,0.030483359373859993,0,0,0,0,4,19,3018.0099999999998,42356.93,7.838139124457288,646.8,43.62600625857489,0,0,0,0,0,1,0.05,0
945.05,6.85229542177777,0,5,1,1,0.46533894215693344,0.0948654888576591,0,0,0,1,6,19,6137.7,38586.82,6.1594489245147015,191.19,115.97895354491827,0,0,0,0,0,1,0.05,0
490.33,6.197115999797643,0,5,1,1,0.31211790451532667,0.02654849528025547,0,0,0,0,6,19,22076.36,29848.56,3.813484313268687,377.82,36.3362011745468,0,0,0,0,0,1,0.05,0
574.38,6.355030692084441,0,5,1,1,0.7714064690808878,0.15777329736797288,0,0,0,0,5,15,6291.86,11168.82,8.12671030707193,365.43,80.05953836701678,0,0,0,0,0,1,0.05,0
1564.56,7.355998866445309,0,5,1,1,1.2776596911288798,0.4805661524852104,0,0,0,1,6,14,5872.41,17143.72,3.308384155435132,180.89,65.84213035306803,0,0,0,0,0,1,0.05,0
390.77,5.970674932900425,0,5,1,1,0.10085413596676782,0.005745753249180308,0,0,1,4,9,25,6004.63,96865.14,3.2862170279342005,8.89,1330.7515523693048,1,0,0,0,0,1,0.05,0
564.53,6.33776334454693,0,5,1,1,0.6748051985849254,0.10828712113510329,0,0,1,1,5,23,3727.89,19241.39,0.6309440520361457,40.26,56.418246083709,0,0,0,0,0,1,0.05,0
392.3,5.974572679437764,0,5,1,1,0.591006974291715,0.14278019202352615,0,0,0,1,6,17,2538.22,11284.3,4.599024390678022,68.02,243.4061718088927,0,0,0,0,0,1,0.05,0
178.07,5.187776790848668,0,5,1,1,0.19564987495141575,0.0472133842401103,0,0,0,0,7,16,2727.5,14562.34,5.018830285009091,321.21,56.24914861315877,0,0,0,0,0,1,0.05,0
2354.44,7.764482825516796,0,5,1,1,0.3201055326032859,0.02506249550258051,0,0,0,1,5,15,5340.38,110327.98999999999,10.583717323071875,64.52,590.5359944677426,0,0,0,0,0,0,0.05,0
100.41,4.619171705623905,0,5,1,1,0.14894662259560848,0.04240878162919663,0,0,0,0,4,17,3085.8599999999997,11460.28,10.229200066532494,1173.93,31.369093761567537,0,0,0,0,0,1,0.05,0
1680.65,7.427530733267712,0,5,1,1,1.2003709795667143,0.19461518152426655,0,0,0,1,6,17,6717.42,23801.850000000002,8.284194564855492,196.38,151.86424500193385,0,0,0,0,0,1,0.05,0
1400.38,7.245212744391753,0,5,1,1,1.074079382648642,0.3559123879815586,0,0,1,1,6,16,3130.4,20860.73,8.891754858631083,48.85,655.2777377906223,0,0,0,0,0,1,0.05,0
868.04,6.767389154125495,0,5,1,1,1.168328058938627,0.33035343905678544,0,0,0,1,3,8,1864.96,5943.81,8.74522975846154,248.62,126.6303078210182,0,0,0,0,0,1,0.05,0
1558.3,7.35199228159084,0,5,1,1,1.797175248178307,0.4131668257503447,0,0,1,1,8,17,2905.5699999999997,14740.41,6.134249177051912,15.54,1421.0615854174314,1,0,0,0,0,1,0.05,0
1022.42,6.930905238880837,0,5,1,1,1.1880005461163285,0.39573003874393775,0,0,0,1,6,16,8166.11,13769.96,3.6377775064097766,219.07,59.77997454272696,0,0,0,0,0,0,0.05,0
2118.35,7.658864716879926,0,5,1,1,1.297513815668893,0.518449900022761,0,0,0,1,5,13,8449.71,21224.09,5.545897654447184,269.52,74.0769944939517,0,0,0,0,0,1,0.05,0
454.87,6.122207681149859,0,5,1,1,0.6197561141767151,0.12494574980634741,0,0,1,1,6,16,6866.24,11743.2,8.790392737368268,23.99,1319.108539163225,1,0,0,0,0,1,0.05,0
321.61,5.776444163350788,0,5,1,1,0.29395884747111417,0.10544071603035916,0,0,0,1,4,17,2394.34,18599.1,3.7195671222829905,288.06,46.48490467339709,0,0,0,0,0,1,0.05,0
436.37,6.080779518784841,0,5,1,1,0.2530983739779764,0.035880910602370406,0,0,0,0,7,18,6489.29,31034.02,3.694772009855792,460.0,28.915607033654027,0,0,0,0,0,1,0.05,0
1460.66,7.287328055124352,0,5,1,1,1.5704702225955482,0.6568336038924539,0,0,1,1,4,16,4725.25,14881.25,3.263264403655582,52.19,225.09583930178377,0,0,0,0,0,1,0.05,0
1147.78,7.046455788671661,0,5,1,1,0.8130901435010807,0.20020268302084912,0,0,0,1,6,10,11837.94,14116.27,5.351465099254791,181.66,106.0512735732536,0,0,0,0,0,1,0.05,0
1010.55,6.919239086923422,0,5,1,1,0.89779881372929,0.1981746478431311,0,0,0,0,1,16,193.49,18009.38,1.3674168787191705,2581.76,1.906722841545695,0,0,0,0,0,1,0.05,0
571.46,6.349942863991809,0,5,1,1,2.3048675682635418,0.520133250810063,0,0,0,0,4,13,1527.7,3223.17,6.241244751976208,1021.36,21.99859119910154,0,0,0,0,0,1,0.05,0
1063.58,6.970335634163543,0,5,1,1,1.1023432893573115,0.3632892022243172,0,0,0,0,4,9,5393.639999999999,8683.52,1.885809146219975,629.05,10.792326407108991,0,0,0,0,0,1,0.05,0
658.67,6.491739709978789,0,5,1,1,0.10703772678408001,0.007546284823531825,0,0,0,0,5,17,5542.09,104611.62,5.49460304059933,505.44,39.13534929201802,0,0,0,0,0,1,0.05,0
105.8,4.6709579265260945,0,5,1,1,0.1125053168864313,0.028174490102978025,0,0,0,1,6,18,3668.82,16927.2,6.3471988879723265,88.54,258.07449736503696,0,0,0,0,0,1,0.05,0
759.98,6.634607076307393,0,5,1,1,0.4032137690514677,0.05499855986823156,0,0,0,1,5,12,16849.670000000002,22617.68,1.5788778384757627,63.7,89.2301447176255,0,0,0,0,0,1,0.05,0
2330.01,7.754056929030845,0,5,1,1,0.34932816772977465,0.036905629858395454,0,0,0,0,5,24,30609.61,160079.38999999998,6.71498623264019,1072.8,22.533510847785873,0,0,0,0,0,1,0.05,0
2526.17,7.834855378572212,0,5,1,1,2.928056772196924,1.00857188485647,0,0,0,0,4,16,3195.5099999999998,13803.94,6.307815413333259,805.56,28.18925404439115,0,0,0,0,0,1,0.05,0
503.32,6.22321098722946,0,5,1,1,0.4738835392506008,0.08821709692628302,0,0,0,0,4,12,247.46,12745.41,4.560637768783123,1731.69,9.4810826231134,0,0,0,0,0,1,0.05,0
596.11,6.392101351026172,0,5,1,1,0.699340952065477,0.30856790864762457,0,0,0,1,8,17,7449.179999999999,14490.6,3.391473392811988,180.44,67.66406680405207,0,0,0,0,0,1,0.05,0
476.89,6.169380580485503,0,5,1,1,0.6173565818306779,0.23567580924141338,0,0,0,0,6,11,5225.54,8497.18,4.951786729086638,1184.32,15.052040178931286,0,0,0,0,0,1,0.05,0
602.24,6.402315127492484,0,5,1,1,0.6669994181770929,0.21881415112506314,0,0,1,2,2,15,564.34,13543.64,9.968916588273984,46.04,779.4982562507895,0,0,0,0,0,1,0.05,0
4446.76,8.400155877640163,0,5,1,1,0.5779534418984522,0.05222751755330413,0,0,0,1,2,13,449.21000000000004,100021.69,5.923749257015783,184.28,115.72334124840904,0,0,0,0,0,1,0.05,0
1132.26,7.032853713960274,0,5,1,1,1.4954574871743587,0.38446728534028746,0,0,0,0,6,21,4178.26,15899.789999999999,1.404582905338618,2235.16,2.2622534669638976,0,0,0,0,0,1,0.05,0
244.17,5.501951847474021,0,5,1,1,0.4115632013712679,0.11773356735071747,0,0,0,0,5,13,5073.52,7712.57,1.1421137557333274,827.57,4.968292133160915,0,0,0,0,0,1,0.05,0
993.35,6.90208925735551,0,5,1,1,1.021355569721771,0.2614739513140162,0,0,0,0,6,18,6914.09,17506.44,0.9200398386417169,923.9,3.5849587824550073,0,0,0,0,0,1,0.05,0
778.07,6.658100900627014,0,5,1,1,0.782651117876638,0.358683225461452,0,0,0,0,2,12,223.81,11929.76,11.146782705399124,1184.9,33.86650159459604,0,0,0,0,0,1,0.05,0
32.49,3.5112468868061133,0,5,1,1,0.04228715961916828,0.008922465994941465,0,0,0,1,7,24,6214.11,18439.64,8.698464051647825,119.1,262.9258655409922,0,0,0,0,0,1,0.05,0
2243.51,7.716242513547326,0,5,1,1,1.7548503760021361,0.4901918370914176,0,0,0,0,7,22,6310.68,28126.170000000002,4.052925281361354,700.68,20.823387299339036,0,0,0,0,0,1,0.05,0
1393.46,7.240262522539976,0,5,1,1,1.2849972381218489,0.2827425700586604,0,0,0,0,5,10,8229.07,10844.07,9.766627606569427,337.6,104.14650291365503,0,0,0,0,0,1,0.05,0
76.11,4.345232973844869,0,5,1,1,0.032836298160195815,0.010340302043877335,0,0,0,0,5,17,9578.31,39403.65,6.964518654369608,942.47,26.60272173727608,0,0,0,0,0,1,0.05,0
339.26,5.829710031253992,0,5,1,1,0.2975746595943519,0.09436969577275167,0,0,0,1,8,22,10977.62,25081.84,6.153422022418809,209.86,105.55760640764181,0,0,0,0,0,1,0.05,0
1578.23,7.3646926654592635,0,5,1,1,1.7885386067512232,0.6032781746805347,0,0,0,1,9,19,9043.31,16765.85,6.480695527259427,297.57,78.40341398035399,0,0,0,0,0,1,0.05,0
1844.74,7.520635560072777,0,5,1,1,0.2604369128915639,0.0306436081297904,0,0,0,0,3,11,64384.23,77915.76,9.440979021227363,372.53,91.23432871558938,0,0,0,0,0,1,0.05,0
3570.29,8.180682154042286,0,5,1,1,2.72904877539584,0.4405350647299505,0,0,0,2,8,16,13356.99,20932.07,4.8612617597763625,242.1,72.28642021972286,0,0,0,0,0,1,0.05,0
517.77,6.251460625018581,0,5,1,1,0.5381482048403831,0.13613739683274217,0,0,0,1,7,11,5228.28,10583.46,2.273107352054872,183.83,44.51496745578816,0,0,0,0,0,1,0.05,0
1753.6,7.4699961896942835,0,5,1,1,1.5701141099411162,0.3229394562182788,0,0,0,0,3,20,5891.04,22337.23,4.320198219738615,476.06,32.669650025330874,0,0,0,0,0,1,0.05,0
314.54,5.754285456829308,0,5,1,1,0.38596706506000444,0.16345429318256227,0,0,0,1,3,12,440.41,9779.28,8.046326520901179,130.18,222.51325453406238,0,0,0,0,0,1,0.05,0
1332.75,7.195749802615963,0,5,1,1,2.024018588623166,0.6307741092726515,0,0,0,1,6,11,2748.73,7243.14,7.616720319571577,240.38,114.0701936536221,0,0,0,0,0,1,0.05,0
1204.89,7.0949731625135914,0,5,1,1,0.3267588783189858,0.020047839677182013,0,0,0,0,6,19,63697.43,70060.56,6.278644475111666,347.49,65.04682180897868,0,0,0,0,0,1,0.05,0
2013.28,7.60801709042749,0,5,1,1,1.6955578856057638,0.5297993726447864,0,0,0,0,1,14,788.25,16623.39,9.597179651711203,1961.44,17.614531541194392,0,0,0,0,0,1,0.05,0
7159.07,8.876275036443214,0,5,1,1,11.473577808152061,4.437834353052027,0,0,0,0,5,14,2731.09,8735.460000000001,0.4883193504893747,1385.16,1.269131119698626,0,0,0,0,0,1,0.05,0
191.32,5.259160651346843,0,5,1,1,0.24281682309640223,0.09637121960065281,0,0,0,1,4,21,3191.99,16546.3,1.364477217330703,167.51,29.324326800731484,0,0,0,0,0,1,0.05,0
921.87,6.827488379512832,0,5,1,1,0.9467961528211943,0.24265867166442048,0,0,1,1,7,19,7907.44,18499.79,7.013484622344925,31.17,810.0270978646689,1,0,0,0,0,1,0.05,0
2989.58,8.003222627506167,0,5,1,1,0.8155574282550822,0.04554966052355645,0,0,0,0,9,23,6923.58,84310.84999999999,1.8350997124453683,1316.13,5.019533757913979,0,0,0,0,0,1,0.05,0
3215.36,8.076005564332517,0,5,1,1,1.2609470150124824,0.13228417465974068,0,0,0,1,4,17,3896.69,43349.26,6.762659184191742,264.05,92.2006175462612,0,0,0,0,0,1,0.05,0
271.74,5.608518960429688,0,5,1,1,0.29626996829494856,0.10387257319128929,0,0,1,1,10,20,10621.54,18344.08,8.554673043601875,18.87,1632.0520909892289,1,0,0,0,0,1,0.05,0
2494.7,7.822324529957951,0,5,1,1,0.3960701168101928,0.026654133265751546,0,0,0,0,5,18,4720.97,113375.38,2.9134891356307198,1651.42,6.351237655030574,0,0,0,0,0,1,0.05,0
410.93,6.02085343200177,0,5,1,1,0.35783576110960175,0.09302320316921336,0,0,0,1,2,5,442.05,5741.88,6.47080373272634,197.6,117.88913683104668,0,0,0,0,0,1,0.05,0
1205.93,7.095835224386757,0,5,1,1,0.42508618541070614,0.04921177021258189,0,0,0,0,6,17,30609.1,48227.42,6.861297614626131,346.3,71.3273791875659,0,0,0,0,0,1,0.05,0
1052.52,6.959892217401965,0,5,1,1,1.3161285922153507,0.3509956080529034,0,0,0,0,2,11,2943.67,8796.8,2.095844239611897,1189.67,6.342127869579656,0,0,0,0,0,1,0.05,0
3215.43,8.076027327828605,0,5,1,1,0.999557223401473,0.06859803513712438,0,0,0,0,7,23,7195.11,73987.65,3.246504268930659,1195.04,9.779936544509281,0,0,0,0,0,1,0.05,0
805.69,6.69293945568412,0,5,1,1,0.48642898928167083,0.06624857543649612,0,0,0,1,8,19,6925.66,31470.39,9.510423494313947,63.08,542.7635475512083,0,0,0,0,0,1,0.05,0
265.1,5.583872177983643,0,5,1,1,0.5091596153453717,0.1316103024405743,0,0,0,0,6,16,3194.39,8330.59,5.341783057209535,636.45,30.215129241816836,0,0,0,0,0,1,0.05,0
2037.37,7.61990574784411,0,5,1,1,2.064980161411513,0.6896706971957808,0,0,0,0,4,15,1387.98,14799.44,6.10398641976476,1229.96,17.86590711173789,0,0,0,0,0,1,0.05,0
2579.62,7.855784959123341,0,5,1,1,3.2170432579494403,0.9962730808297319,0,0,0,0,2,19,3023.31,15235.35,5.622741644234323,922.27,21.947878516316873,0,0,0,0,0,0,0.05,0
627.79,6.44379733768065,0,5,1,1,0.5507915451536941,0.1388538074815924,0,0,0,0,4,15,4634.68,17096.94,6.548002638985929,695.94,33.87189915847536,0,0,0,0,0,1,0.05,0
144.82,4.9823729843782845,0,5,1,1,0.018576860123247114,0.002076239062541218,0,0,0,0,2,11,3064.8999999999996,85752.92,4.349229544211547,1160.89,13.48726094562066,0,0,0,0,0,1,0.05,0
920.13,6.825601177217362,0,5,1,1,0.2529554550876783,0.014019229837482185,0,0,1,1,10,24,9913.16,87300.43,6.299494525986653,20.97,1081.4582877230305,1,0,0,0,0,1,0.05,0
1385.65,7.234646045284198,0,5,1,1,1.1515108344982532,0.25415490490628195,0,0,0,0,2,14,1563.87,16846.65,8.297683374090385,481.76,62.005272639333654,0,0,0,0,0,1,0.05,0
2068.74,7.635178274505854,0,5,1,1,1.3892596741009462,0.36466162762822046,0,0,0,0,5,19,7268.26,28292.81,9.954267276731885,784.8,45.66177649877012,0,0,0,0,0,1,0.05,0
4927.94,8.502879233776753,0,5,1,1,4.286070350260303,1.4874330299874736,0,0,0,0,6,14,8188.009999999999,16096.6,4.861317699003752,1065.02,16.43231461983203,0,0,0,0,0,1,0.05,0
749.1,6.620206530975591,0,5,1,1,1.481521553243544,0.37189467204162285,0,0,1,1,7,17,3459.4900000000002,8595.69,4.427711977892116,17.66,902.5913431716658,1,0,0,0,0,1,0.05,0
1464.61,7.290026817040693,0,5,1,1,1.2219811223094499,0.36516655031415174,0,0,0,0,4,27,4647.29,32360.95,9.152833436897165,1409.68,23.374241226966255,0,0,0,0,0,1,0.05,0
1677.61,7.425721348976389,0,5,1,1,1.4820203626405175,0.5180366847826087,0,0,0,0,11,22,14718.93,24903.45,7.142806079106317,393.46,65.35378916480136,0,0,0,0,0,1,0.05,0
327.82,5.795510488582731,0,5,1,1,0.25882879614449156,0.09581625912654106,0,0,0,0,6,20,10100.29,25331.03,1.981823682017926,983.37,7.255219556488945,0,0,0,0,0,1,0.05,0
4258.49,8.356904713786747,0,5,1,1,1.6497366652268317,0.17345195245405456,0,0,0,0,8,18,10410.12,46463.67,10.775411337784215,569.62,68.10062992174288,0,0,0,0,0,1,0.05,0
3435.83,8.142304813886673,0,5,1,1,3.5767738245486407,1.360094530455195,0,0,0,1,5,17,5721.68,16330.11,9.475198270614618,84.23,404.9710765073326,0,0,0,0,0,1,0.05,0
931.66,6.838040718568939,0,5,1,1,0.19095627350162475,0.01139775619596859,0,0,0,0,4,20,4383.43,97578.36,11.115396235295961,761.58,52.54264351357107,0,0,0,0,0,1,0.05,0
1326.12,7.19076645978402,0,5,1,1,1.797655938641225,0.5917272767837223,0,0,0,0,4,10,3099.21,7376.9400000000005,3.7288591399329842,1304.4,10.291239576631972,0,0,0,0,0,1,0.05,0
2649.87,7.882643166987788,0,5,1,1,2.2603975531735787,0.8046392003012232,0,0,0,1,7,19,8254.83,22273.75,3.4182481241223077,296.96,41.438891590922374,0,0,0,0,0,1,0.05,0
2379.94,7.77525064667334,0,5,1,1,1.8706742457238341,0.8426326206181115,0,0,0,0,6,17,10037.529999999999,21628.02,7.479654643826476,504.4,53.38373655387652,0,0,0,0,0,1,0.05,0
220.34,5.3996999808366395,0,5,1,1,0.3546256050180419,0.11219512195121951,0,0,0,0,8,15,4007.59,9319.97,9.392489590718359,693.53,48.75486644642062,0,0,0,0,0,1,0.05,0
900.16,6.803682822308942,0,5,1,1,0.8144242064168237,0.3195819191388443,0,0,0,0,5,18,6406.46,19894.89,8.122574929204179,1132.64,25.816914240301458,0,0,0,0,0,1,0.05,0
1237.74,7.1218500129577285,0,5,1,1,0.8055568766824551,0.22203645535286637,0,0,0,0,8,13,11798.64,19974.53,2.618303423888638,348.95,27.012157403636905,0,0,0,0,0,1,0.05,0
1382.19,7.232147704730454,0,5,1,1,1.943936669004836,0.6831972399066789,0,0,0,0,5,16,2520.2,11376.42,6.061142318680431,1840.34,11.85656582329871,0,0,0,0,0,1,0.05,0
1431.72,7.267330014458484,0,5,1,1,0.22098339985146956,0.029505782471415318,0,0,0,1,7,13,30930.210000000003,84225.15000000001,9.489750480488933,261.5,130.64283644267746,0,0,0,0,0,1,0.05,0
124.52,4.832465108424777,0,5,1,1,0.024325282984255615,0.0014408998472775763,0,0,0,0,7,21,7336.08,107498.03,3.734199233758858,948.99,14.165710114471057,0,0,0,0,0,1,0.05,0
1067.06,6.973599197717396,0,5,1,1,1.0513073720764028,0.3139288918962651,0,0,0,0,3,13,1591.54,13194.79,2.2474451860139246,1000.86,8.083850558170102,0,0,0,0,0,1,0.05,0
741.46,6.609968997171832,0,5,1,1,0.5632590516450844,0.24701582785582693,0,0,0,1,7,21,11539.29,27643.87,7.249128480878524,156.41,166.849066755084,0,0,0,0,0,1,0.05,0
180.3,5.200153117760806,0,5,1,1,0.21998252557617137,0.037703731895726074,0,0,0,0,5,18,7832.320000000001,14752.990000000002,5.862844373185688,439.72,47.999271680770654,0,0,0,0,0,1,0.05,0
756.0,6.6293632534374485,0,5,1,1,0.46074574768685245,0.3000452449178845,0,0,0,1,5,11,9787.83,18049.0,1.7722660968387365,152.7,41.782304837062554,0,0,0,0,0,1,0.05,0
2309.56,7.745245198378255,0,5,1,1,2.4234731095582,0.5613453466299495,0,0,0,0,4,27,3266.38,25730.89,3.011516137789832,1354.92,8.001548501788589,0,0,0,0,0,1,0.05,0
769.7,6.647299192783947,0,5,1,1,1.0255741025080318,0.38045197516706875,0,0,1,1,6,17,3902.39,12758.61,6.469847424374257,20.4,1141.7377807719279,1,0,0,0,0,1,0.05,0
1907.66,7.554156704144172,0,5,1,1,2.2644147735478395,0.880221478832622,0,0,0,0,3,12,1903.51,10109.42,9.831563277306476,2024.9,17.47919788547746,0,0,0,0,0,1,0.05,0
1338.9,7.200350263294562,0,5,1,1,1.0224692299710123,0.3402869908656999,0,0,0,2,7,17,4530.78,22261.11,6.672912149008175,134.91,178.06303266199265,0,0,0,0,0,1,0.05,0
636.14,6.456989411643809,0,5,1,1,0.13560996130139857,0.007782419151303544,0,0,1,1,5,21,5315.09,98510.01999999999,3.2648957641889935,39.64,296.5092015913314,0,0,0,0,0,1,0.05,0
57.21,4.064057161283644,0,5,1,1,0.028943735775717166,0.005742822726360169,0,0,0,1,7,20,7082.75,39531.87,4.113986386886864,162.61,91.07896803882115,0,0,0,0,0,1,0.05,0
2587.44,7.858810656625752,0,5,1,1,0.5285272308196339,0.0347096608717069,0,0,0,1,6,18,8212.74,88120.19,6.211122608420415,224.16,99.75036309026363,0,0,0,0,0,1,0.05,0
811.27,6.69983279720698,0,5,1,1,0.6685486516818631,0.13550956185347454,0,0,0,0,4,16,2544.98,19415.670000000002,3.0584749841811325,1150.62,9.569197426650048,0,0,0,0,0,1,0.05,0
1540.36,7.340420422572505,0,5,1,1,1.5185236301977563,0.6031686362960004,0,0,0,0,6,12,5171.11,12172.56,5.251386995047177,429.8,43.98555882310339,0,0,0,0,0,1,0.05,0
327.78,5.795388834081364,0,5,1,1,0.2959608958932295,0.13735045779295607,0,0,0,0,4,17,6197.19,18827.69,9.413055171524814,1204.5,28.133664273548632,0,0,0,0,0,1,0.05,0
371.94,5.921417548795947,0,5,1,1,0.4975527535064085,0.19363000291533047,0,0,0,0,7,17,5189.5,12708.16,9.662219091301173,705.66,49.29284461168867,0,0,0,0,0,1,0.05,0
28.75,3.392829131991639,0,5,1,1,0.03632731687873396,0.00785613571030397,0,0,0,0,3,11,1729.46,8705.57,7.656175563794502,1726.16,15.967368047956276,0,0,0,0,0,0,0.05,0
2627.19,7.874050675316826,0,5,1,1,4.141489338643158,1.064480055104232,0,0,0,0,2,16,319.57000000000005,10149.74,7.249292149927628,831.12,31.400341394430964,0,0,0,0,0,1,0.05,0
95.53,4.569853840860524,0,5,1,1,0.008250165966256105,0.000670549579009559,0,0,0,0,9,20,150495.41,231583.22,6.5751461559829085,575.69,41.116792304084605,0,0,0,0,0,0,0.05,0
1856.77,7.527132122690839,0,5,1,1,1.5898137709596862,0.24008042462131252,0,0,0,0,2,12,2569.3900000000003,14015.0,3.820304377663034,844.2,16.291276663808247,0,0,0,0,0,1,0.05,0
163.65,5.103822008822373,0,5,1,1,0.14627025441208252,0.03209270310180437,0,0,0,1,2,17,1204.04,19019.93,4.864603921109574,143.4,122.1239478102822,0,0,0,0,0,1,0.05,0
153.1,5.03760174232607,0,5,1,1,0.026236041432038882,0.0022908503049778634,0,0,0,0,5,20,6354.73,116709.68000000001,6.029006628073937,1150.8,18.86029185007488,0,0,0,0,0,1,0.05,0
3446.35,8.145361098931176,0,5,1,1,1.6550882173555994,0.2875559972198512,0,0,0,0,2,14,461.42,29151.86,7.322545540584393,2233.71,11.801515839613833,0,0,0,0,0,1,0.05,0
1840.46,7.518314014226453,0,5,1,1,1.7360641497169742,0.5300757185194999,0,0,0,0,5,22,10347.58,23322.94,0.230660540921093,302.84,2.741969182789377,0,0,0,0,0,0,0.05,0
1098.14,7.002283334825423,0,5,1,1,1.0447028679156332,0.3600281953346557,0,0,0,1,5,18,2715.9500000000003,18920.71,3.7456033390270314,153.3,87.95937391061521,0,0,0,0,0,1,0.05,0
353.34,5.870256904172291,0,5,1,1,0.5194652652201869,0.20148717539317768,0,0,0,0,6,19,3863.41,12923.79,4.9177440312164515,1181.57,14.983351398883881,0,0,0,0,0,1,0.05,0
66.65,4.214347354616797,0,5,1,1,0.05540909527574767,0.02768765500309487,0,0,0,0,2,9,3412.09,10825.84,5.546353146809892,1041.6,19.16942331846737,0,0,0,0,0,1,0.05,0
1353.23,7.210988306107006,0,5,1,1,1.1007521341241457,0.3087176819767349,0,0,0,0,7,20,6852.35,24587.370000000003,4.205202616375267,600.9,25.193425559911738,0,0,0,0,0,1,0.05,0
1531.74,7.334812262400344,0,5,1,1,0.25035189821902204,0.03156705727570035,0,0,1,1,8,14,32361.93,85656.87000000001,1.2790901892849722,53.49,86.08571100067114,0,0,0,0,0,1,0.05,0
874.9,6.775251929169043,0,5,1,1,0.9494393677766535,0.2176595564710741,0,0,0,0,8,17,9582.65,15665.35,1.690589080676855,1148.14,5.300852413849076,0,0,0,0,0,1,0.05,0
